class_desc,domain_desc,asd_desc,domaincat_desc,short_desc,watershed_desc,state_name,state_fips_code,Value,group_desc,unit_desc,prodn_practice_desc,state_ansi,freq_desc,load_time,county_ansi,statisticcat_desc,commodity_desc,agg_level_desc,end_code,county_name,zip_5,state_alpha,util_practice_desc,reference_period_desc,source_desc,location_desc,week_ending,year,country_code,county_code,CV (%),congr_district_code,region_desc,asd_code,begin_code,watershed_code,country_name,sector_desc
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.25,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2022,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.24,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2022,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.09,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2023-09-29 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2022,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.49,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2023-09-29 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2022,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.49,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2023-09-29 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2022,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.58,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2023-09-29 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2022,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2024-02-16 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2021,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.4,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2024-02-29 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2021,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.24,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2021,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.75,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2021,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.89,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2021,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.31,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2021,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.91,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2021,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2021,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.12,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2021,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.32,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2021,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.47,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2021,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.02,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2021,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.26,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2023-11-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2021,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.47,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2021,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.53,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2024-02-16 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2020,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.5,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2023-07-28 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2020,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.79,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2020,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.78,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2020,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2020,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.29,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2020,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.2,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2020,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.16,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2020,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.21,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2020,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.12,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2020,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.41,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2020,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.61,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2020,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.79,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-11-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2020,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.97,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2022-09-30 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2020,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.56,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2024-02-16 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2019,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.75,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2019,9000,,,,,,00,00000000,UNITED STATES,CROPS
